From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Motif	Protein families	Compositional bias	Sequence similarities	Bgee	ExpressionAtlas
ENSG00000196628	A0A0D9SEZ3	unreviewed	A0A0D9SEZ3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	236				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..128; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..189; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 202..236; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SEZ3; baseline and differential.";
ENSG00000196628	A0A0D9SF18	unreviewed	A0A0D9SF18_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	202				COMPBIAS 1..47; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..83; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 107..181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SF18; baseline and differential.";
ENSG00000196628	A0A0D9SF97	unreviewed	A0A0D9SF97_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	155				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..128; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..155; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SF97; baseline and differential.";
ENSG00000196628	A0A0D9SFU5	unreviewed	A0A0D9SFU5_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	207				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..115; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..189; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SFU5; baseline and differential.";
ENSG00000196628	A0A0D9SFX5	unreviewed	A0A0D9SFX5_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	228				COMPBIAS 69..90; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 114..175; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 197..228; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SFX5; baseline and differential.";
ENSG00000196628	A0A0D9SFZ1	unreviewed	A0A0D9SFZ1_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	80						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SFZ1; baseline and differential.";
ENSG00000196628	A0A0D9SG44	unreviewed	A0A0D9SG44_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	81						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SG44; baseline and differential.";
ENSG00000196628	A0A0D9SG55	unreviewed	A0A0D9SG55_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	156				COMPBIAS 28..65; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..123; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 138..156; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SG55; baseline and differential.";
ENSG00000196628	A0A0D9SG61	unreviewed	A0A0D9SG61_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	204				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..100; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 115..136; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 160..204; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SG61; baseline and differential.";
ENSG00000196628	A0A0D9SG78	unreviewed	A0A0D9SG78_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	315				COMPBIAS 107..159; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SG78; baseline and differential.";
ENSG00000196628	A0A0D9SGE4	unreviewed	A0A0D9SGE4_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	135				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..129; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SGE4; baseline and differential.";
ENSG00000196628	A0A0D9SGE5	unreviewed	A0A0D9SGE5_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	221				COMPBIAS 28..65; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..124; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 139..160; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 184..221; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SGE5; baseline and differential.";
ENSG00000196628	A0A0D9SGE7	unreviewed	A0A0D9SGE7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	128				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..128; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SGE7; baseline and differential.";
ENSG00000196628	A0A0D9SGH7	unreviewed	A0A0D9SGH7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	81						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SGH7; baseline and differential.";
ENSG00000196628	A0A0D9SGJ4	unreviewed	A0A0D9SGJ4_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	134						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0D9SGJ4; baseline and differential.";
ENSG00000196628	A0A0E3D6N2	unreviewed	A0A0E3D6N2_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	65				COMPBIAS 21..42; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A0E3D6N2; baseline and differential.";
ENSG00000196628	A0A1B0GTP2	unreviewed	A0A1B0GTP2_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	102				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..94; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GTP2; baseline and differential.";
ENSG00000196628	A0A1B0GUT3	unreviewed	A0A1B0GUT3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	50						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GUT3; baseline and differential.";
ENSG00000196628	A0A1B0GV10	unreviewed	A0A1B0GV10_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	99						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GV10; baseline and differential.";
ENSG00000196628	A0A1B0GVB8	unreviewed	A0A1B0GVB8_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	631				COMPBIAS 28..65; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..124; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 139..160; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 184..245; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 267..319; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 469..488; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 509..532; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GVB8; baseline and differential.";
ENSG00000196628	A0A1B0GVR6	unreviewed	A0A1B0GVR6_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	680				COMPBIAS 40..75; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 96..134; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 149..170; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 194..255; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 289..329; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 478..497; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 522..583; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GVR6; baseline and differential.";
ENSG00000196628	A0A1B0GW91	unreviewed	A0A1B0GW91_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	455				COMPBIAS 1..42; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 51..103; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 253..272; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 297..358; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GW91; baseline and differential.";
ENSG00000196628	A0A1B0GWD5	unreviewed	A0A1B0GWD5_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	541				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..115; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..189; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 339..358; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 383..444; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	
ENSG00000196628	A0A1B0GXH5	unreviewed	A0A1B0GXH5_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	118				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..118; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A1B0GXH5; baseline and differential.";
ENSG00000196628	A0A6Q8PGE3	unreviewed	A0A6Q8PGE3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	64				COMPBIAS 44..64; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"A0A6Q8PGE3; baseline and differential.";
ENSG00000196628	E9PH57	unreviewed	E9PH57_HUMAN	Transcription factor 4	TCF4 hCG_1811800	Homo sapiens (Human)	773				COMPBIAS 133..167; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 188..226; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 241..262; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 286..347; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 369..421; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 571..590; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 615..676; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	
ENSG00000196628	G0LNT4	unreviewed	G0LNT4_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	139				COMPBIAS 28..65; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..124; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	
ENSG00000196628	G0LNT7	unreviewed	G0LNT7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	119				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..119; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	
ENSG00000196628	H3BMC8	unreviewed	H3BMC8_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	135				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..100; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 115..135; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BMC8; baseline and differential.";
ENSG00000196628	H3BME8	unreviewed	H3BME8_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	124						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BME8; baseline and differential.";
ENSG00000196628	H3BML7	unreviewed	H3BML7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	61						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BML7; baseline and differential.";
ENSG00000196628	H3BNI2	unreviewed	H3BNI2_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	56				COMPBIAS 1..45; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BNI2; baseline and differential.";
ENSG00000196628	H3BNZ2	unreviewed	H3BNZ2_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	163				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..115; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..163; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BNZ2; baseline and differential.";
ENSG00000196628	H3BP59	unreviewed	H3BP59_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	165				COMPBIAS 19..53; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 74..112; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 127..148; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BP59; baseline and differential.";
ENSG00000196628	H3BPG3	unreviewed	H3BPG3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	162				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..115; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 137..162; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BPG3; baseline and differential.";
ENSG00000196628	H3BPJ7	unreviewed	H3BPJ7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	642				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..99; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 114..135; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 159..220; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 256..294; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 444..463; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 488..545; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BPJ7; baseline and differential.";
ENSG00000196628	H3BRF7	unreviewed	H3BRF7_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	179				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..115; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BRF7; baseline and differential.";
ENSG00000196628	H3BT24	unreviewed	H3BT24_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	287				COMPBIAS 18..52; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..111; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 126..147; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 171..245; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 254..287; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BT24; baseline and differential.";
ENSG00000196628	H3BT95	unreviewed	H3BT95_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	168						"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BT95; baseline and differential.";
ENSG00000196628	H3BTC3	unreviewed	H3BTC3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	158				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..100; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 115..136; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BTC3; baseline and differential.";
ENSG00000196628	H3BTM9	unreviewed	H3BTM9_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	134				COMPBIAS 9..30; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 54..128; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BTM9; baseline and differential.";
ENSG00000196628	H3BTP3	unreviewed	H3BTP3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	677				COMPBIAS 28..65; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 86..124; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 139..160; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 286..325; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 475..494; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 519..580; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BTP3; baseline and differential.";
ENSG00000196628	H3BTZ0	unreviewed	H3BTZ0_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	280				COMPBIAS 9..69; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 90..128; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 143..164; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 188..262; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BTZ0; baseline and differential.";
ENSG00000196628	H3BUQ3	unreviewed	H3BUQ3_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	146				COMPBIAS 1..41; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..99; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 114..146; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"H3BUQ3; baseline and differential.";
ENSG00000196628	K7ESI6	unreviewed	K7ESI6_HUMAN	Transcription factor 4	TCF4	Homo sapiens (Human)	166				COMPBIAS 22..74; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 87..110; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000196628; Expressed in endothelial cell and 214 other cell types or tissues.";	"K7ESI6; baseline and differential.";
ENSG00000101190	Q9UL49	reviewed	TCFL5_HUMAN	Transcription factor-like 5 protein (Cha transcription factor) (HPV-16 E2-binding protein 1) (E2BP-1)	TCFL5 CHA E2BP1	Homo sapiens (Human)	500	TISSUE SPECIFICITY: Isoform 3 is testis specific. Isoform 2 is pancreas specific. {ECO:0000269|PubMed:9763657}.			COMPBIAS 195..209; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 366..397; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101190; Expressed in sperm and 183 other cell types or tissues.";	"Q9UL49; baseline and differential.";
ENSG00000101190	F8W9A4	unreviewed	F8W9A4_HUMAN	Transcription factor like 5	TCFL5	Homo sapiens (Human)	483				COMPBIAS 147..161; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 321..349; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101190; Expressed in sperm and 183 other cell types or tissues.";	"F8W9A4; baseline and differential.";
ENSG00000090447	Q01664	reviewed	TFAP4_HUMAN	Transcription factor AP-4 (Activating enhancer-binding protein 4) (Class C basic helix-loop-helix protein 41) (bHLHc41)	TFAP4 BHLHC41	Homo sapiens (Human)	338				COMPBIAS 121..141; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 283..297; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 321..338; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000090447; Expressed in olfactory bulb and 153 other cell types or tissues.";	"Q01664; baseline and differential.";
ENSG00000090447	I3L254	unreviewed	I3L254_HUMAN	Transcription factor AP-4	TFAP4	Homo sapiens (Human)	115				COMPBIAS 61..84; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000090447; Expressed in olfactory bulb and 153 other cell types or tissues.";	"I3L254; baseline and differential.";
ENSG00000090447	I3L301	unreviewed	I3L301_HUMAN	Transcription factor AP-4	TFAP4	Homo sapiens (Human)	167				COMPBIAS 65..98; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000090447; Expressed in olfactory bulb and 153 other cell types or tissues.";	"I3L301; baseline and differential.";
ENSG00000090447	I3L4L6	unreviewed	I3L4L6_HUMAN	Transcription factor AP-4	TFAP4	Homo sapiens (Human)	44						"ENSG00000090447; Expressed in olfactory bulb and 153 other cell types or tissues.";	"I3L4L6; baseline and differential.";
ENSG00000068323	P19532	reviewed	TFE3_HUMAN	Transcription factor E3 (Class E basic helix-loop-helix protein 33) (bHLHe33)	TFE3 BHLHE33	Homo sapiens (Human)	575	TISSUE SPECIFICITY: Ubiquitous in fetal and adult tissues. {ECO:0000269|PubMed:8986805}.	MOTIF 356..359; /note="Nuclear localization signal"; /evidence="ECO:0000269|PubMed:36608670"	MiT/TFE family	COMPBIAS 90..123; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000305}.	"ENSG00000068323; Expressed in inferior olivary complex and 206 other cell types or tissues.";	"P19532; baseline and differential.";
ENSG00000112561	P19484	reviewed	TFEB_HUMAN	Transcription factor EB (Class E basic helix-loop-helix protein 35) (bHLHe35)	TFEB BHLHE35	Homo sapiens (Human)	476		MOTIF 136..153; /note="Nuclear export signal"; /evidence="ECO:0000269|PubMed:30120233"; MOTIF 245..248; /note="Nuclear localization signal"; /evidence="ECO:0000269|PubMed:23401004, ECO:0000269|PubMed:36697823"	MiT/TFE family	COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 369..389; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 452..469; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000305}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"P19484; baseline and differential.";
ENSG00000112561	A0A1B0GXL9	unreviewed	A0A1B0GXL9_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	267			MiT/TFE family	COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	"A0A1B0GXL9; baseline and differential.";
ENSG00000112561	A0A7I2YQR9	unreviewed	A0A7I2YQR9_HUMAN	Transcription factor EB	TFEB	Homo sapiens (Human)	273			MiT/TFE family	COMPBIAS 22..50; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the MiT/TFE family. {ECO:0000256|ARBA:ARBA00008289}.	"ENSG00000112561; Expressed in hindlimb stylopod muscle and 201 other cell types or tissues.";	
